Date,COTTAGE GROVE,DORENA,FERN RIDGE,BLUE RIVER,COUGAR,FALL CREEK,HILLS CREEK,LOOKOUT POINT,DETROIT,FOSTER
08Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
09Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
10Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
11Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
12Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
13Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
14Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
15Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
16Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
17Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
18Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
19Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
20Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
21Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
22Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
23Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
24Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
25Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
26Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
27Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
28Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
29Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
30Jan1970,750.10,770.54,353.12,1180.13,1532.03,728.04,1448.01,825.01,1450.01,613.0
31Jan1970,750.74,771.58,353.43,1183.98,1534.90,731.13,1449.81,826.92,1452.23,613.3
01Feb1970,751.25,772.41,353.73,1187.82,1537.78,733.31,1451.62,828.83,1454.44,613.5
02Feb1970,751.76,773.25,354.04,1191.67,1540.65,735.48,1453.42,830.74,1456.66,613.8
03Feb1970,752.27,774.08,354.35,1195.52,1543.53,737.66,1455.23,832.64,1458.88,614.0
04Feb1970,752.77,774.92,354.65,1199.36,1546.40,739.83,1457.03,834.55,1461.09,614.3
05Feb1970,753.28,775.75,354.96,1203.21,1549.28,742.01,1458.84,836.46,1463.31,614.5
06Feb1970,753.79,776.59,355.27,1207.06,1552.15,744.19,1460.64,838.37,1465.53,614.8
07Feb1970,754.30,777.42,355.58,1210.90,1555.03,746.36,1462.44,840.28,1467.74,615.0
08Feb1970,754.81,778.26,355.88,1214.75,1557.90,748.54,1464.25,842.19,1469.96,615.3
09Feb1970,755.32,779.09,356.19,1218.60,1560.78,750.71,1466.05,844.10,1472.18,615.5
10Feb1970,755.83,779.92,356.50,1222.44,1563.65,752.89,1467.86,846.00,1474.39,615.8
11Feb1970,756.33,780.76,356.80,1226.29,1566.53,755.07,1469.66,847.91,1476.61,616.1
12Feb1970,756.84,781.59,357.11,1230.14,1569.40,757.24,1471.47,849.82,1478.83,616.3
13Feb1970,757.35,782.43,357.42,1233.98,1572.28,759.42,1473.27,851.73,1481.04,616.6
14Feb1970,757.86,783.26,357.72,1237.83,1575.15,761.59,1475.07,853.64,1483.26,616.8
15Feb1970,758.37,784.10,358.03,1241.68,1578.02,763.77,1476.88,855.55,1485.48,617.1
16Feb1970,758.88,784.93,358.34,1245.53,1580.90,765.94,1478.68,857.46,1487.70,617.3
17Feb1970,759.38,785.77,358.65,1249.37,1583.77,768.12,1480.49,859.36,1489.91,617.6
18Feb1970,759.89,786.60,358.95,1253.22,1586.65,770.30,1482.29,861.27,1492.13,617.8
19Feb1970,760.40,787.43,359.26,1257.07,1589.52,772.47,1484.10,863.18,1494.35,618.1
20Feb1970,760.91,788.27,359.57,1260.91,1592.40,774.65,1485.90,865.09,1496.56,618.3
21Feb1970,761.42,789.10,359.87,1264.76,1595.27,776.82,1487.70,867.00,1498.78,618.6
22Feb1970,761.93,789.94,360.18,1268.61,1598.15,779.00,1489.51,868.91,1501.00,618.8
23Feb1970,762.44,790.77,360.49,1272.45,1601.02,781.18,1491.31,870.82,1503.21,619.1
24Feb1970,762.94,791.61,360.79,1276.30,1603.90,783.35,1493.12,872.72,1505.43,619.4
25Feb1970,763.45,792.44,361.10,1280.15,1606.77,785.53,1494.92,874.63,1507.65,619.6
26Feb1970,763.96,793.28,361.41,1283.99,1609.65,787.70,1496.73,876.54,1509.86,619.9
27Feb1970,764.47,794.11,361.71,1287.84,1612.52,789.88,1498.53,878.45,1512.08,620.1
28Feb1970,764.84,794.67,362.02,1288.84,1613.68,790.48,1499.14,879.12,1512.93,620.4
01Mar1970,765.22,795.23,362.33,1289.84,1614.84,791.09,1499.74,879.79,1513.77,620.6
02Mar1970,765.59,795.79,362.64,1290.84,1615.99,791.69,1500.35,880.46,1514.62,620.9
03Mar1970,765.97,796.35,362.94,1291.84,1617.15,792.30,1500.96,881.13,1515.46,621.1
04Mar1970,766.34,796.91,363.25,1292.84,1618.31,792.90,1501.56,881.80,1516.31,621.4
05Mar1970,766.72,797.48,363.56,1293.84,1619.47,793.51,1502.17,882.47,1517.15,621.6
06Mar1970,767.09,798.04,363.86,1294.84,1620.62,794.11,1502.78,883.14,1518.00,621.9
07Mar1970,767.47,798.60,364.17,1295.85,1621.78,794.72,1503.38,883.81,1518.85,622.2
08Mar1970,767.84,799.16,364.48,1296.85,1622.94,795.32,1503.99,884.48,1519.69,622.4
09Mar1970,768.22,799.72,364.78,1297.85,1624.10,795.93,1504.60,885.15,1520.54,622.7
10Mar1970,768.59,800.28,365.09,1298.85,1625.26,796.53,1505.20,885.82,1521.38,622.9
11Mar1970,768.97,800.84,365.40,1299.85,1626.41,797.13,1505.81,886.49,1522.23,623.2
12Mar1970,769.34,801.40,365.70,1300.85,1627.57,797.74,1506.42,887.16,1523.08,623.4
13Mar1970,769.72,801.96,366.01,1301.85,1628.73,798.34,1507.02,887.83,1523.92,623.7
14Mar1970,770.09,802.52,366.32,1302.85,1629.89,798.95,1507.63,888.50,1524.77,623.9
15Mar1970,770.47,803.09,366.63,1303.85,1631.04,799.55,1508.24,889.17,1525.61,624.2
16Mar1970,770.84,803.65,366.93,1304.85,1632.20,800.16,1508.85,889.84,1526.46,624.4
17Mar1970,771.22,804.21,367.24,1305.85,1633.36,800.76,1509.45,890.50,1527.30,624.7
18Mar1970,771.59,804.77,367.55,1306.85,1634.52,801.37,1510.06,891.17,1528.15,624.9
19Mar1970,771.97,805.33,367.85,1307.85,1635.67,801.97,1510.67,891.84,1529.00,625.2
20Mar1970,772.34,805.89,368.16,1308.85,1636.83,802.57,1511.27,892.51,1529.84,625.5
21Mar1970,772.72,806.45,368.47,1309.85,1637.99,803.18,1511.88,893.18,1530.69,625.7
22Mar1970,773.09,807.01,368.77,1310.85,1639.15,803.78,1512.49,893.85,1531.53,626.0
23Mar1970,773.47,807.57,369.08,1311.86,1640.31,804.39,1513.09,894.52,1532.38,626.2
24Mar1970,773.84,808.13,369.39,1312.86,1641.46,804.99,1513.70,895.19,1533.23,626.5
25Mar1970,774.22,808.70,369.70,1313.86,1642.62,805.60,1514.31,895.86,1534.07,626.7
26Mar1970,774.59,809.26,370.00,1314.86,1643.78,806.20,1514.91,896.53,1534.92,627.0
27Mar1970,774.97,809.82,370.31,1315.86,1644.94,806.81,1515.52,897.20,1535.76,627.2
28Mar1970,775.34,810.38,370.62,1316.86,1646.09,807.41,1516.13,897.87,1536.61,627.5
29Mar1970,775.72,810.94,370.92,1317.86,1647.25,808.02,1516.73,898.54,1537.45,627.7
30Mar1970,776.09,811.50,371.23,1318.86,1648.41,808.62,1517.34,899.21,1538.30,628.0
31Mar1970,776.47,812.00,371.38,1319.76,1649.65,808.62,1517.92,899.88,1539.06,627.1
01Apr1970,776.81,812.40,371.53,1320.55,1650.77,809.15,1518.46,900.55,1539.82,626.1
02Apr1970,777.14,812.80,371.68,1321.34,1651.89,809.67,1518.99,901.22,1540.58,625.2
03Apr1970,777.48,813.20,371.83,1322.12,1653.02,810.20,1519.53,901.89,1541.34,624.2
04Apr1970,777.81,813.61,371.98,1322.91,1654.14,810.73,1520.07,902.56,1542.10,623.3
05Apr1970,778.15,814.01,372.13,1323.70,1655.26,811.26,1520.60,903.23,1542.86,622.4
06Apr1970,778.48,814.41,372.28,1324.49,1656.38,811.78,1521.14,903.90,1543.62,621.4
07Apr1970,778.82,814.81,372.43,1325.28,1657.51,812.31,1521.68,904.57,1544.38,620.5
08Apr1970,779.16,815.21,372.58,1326.06,1658.63,812.84,1522.21,905.24,1545.14,619.5
09Apr1970,779.49,815.61,372.73,1326.85,1659.75,813.36,1522.75,905.91,1545.90,618.6
10Apr1970,779.83,816.01,372.88,1327.64,1660.87,813.89,1523.29,906.58,1546.66,617.7
11Apr1970,780.16,816.42,373.03,1328.43,1661.99,814.42,1523.82,907.25,1547.42,616.7
12Apr1970,780.50,816.82,373.18,1329.21,1663.12,814.94,1524.36,907.92,1548.18,615.8
13Apr1970,780.83,817.22,373.33,1330.00,1664.24,815.47,1524.90,908.59,1548.94,614.8
14Apr1970,781.17,817.62,373.48,1330.79,1665.36,816.00,1525.43,909.26,1549.70,613.9
15Apr1970,781.43,818.02,373.48,1331.55,1666.36,816.53,1525.97,909.93,1550.40,613.9
16Apr1970,781.68,818.42,373.48,1332.32,1667.35,817.05,1526.51,910.60,1551.10,613.9
17Apr1970,781.94,818.82,373.48,1333.08,1668.35,817.58,1527.04,911.27,1551.80,613.9
18Apr1970,782.20,819.23,373.48,1333.85,1669.34,818.11,1527.58,911.94,1552.50,613.9
19Apr1970,782.45,819.63,373.48,1334.61,1670.34,818.63,1528.12,912.61,1553.20,613.9
20Apr1970,782.71,820.03,373.48,1335.37,1671.33,819.16,1528.65,913.28,1553.90,613.9
21Apr1970,782.97,820.43,373.48,1336.14,1672.33,819.69,1529.19,913.95,1554.60,613.9
22Apr1970,783.22,820.83,373.48,1336.90,1673.32,820.21,1529.73,914.61,1555.30,613.9
23Apr1970,783.48,821.23,373.48,1337.67,1674.32,820.74,1530.27,915.28,1556.00,613.9
24Apr1970,783.74,821.63,373.48,1338.43,1675.31,821.27,1530.80,915.95,1556.70,613.9
25Apr1970,783.99,822.04,373.48,1339.19,1676.31,821.79,1531.34,916.62,1557.40,613.9
26Apr1970,784.25,822.44,373.48,1339.96,1677.30,822.32,1531.88,917.29,1558.10,613.9
27Apr1970,784.51,822.84,373.48,1340.72,1678.30,822.85,1532.41,917.96,1558.80,613.9
28Apr1970,784.76,823.24,373.48,1341.49,1679.29,823.38,1532.95,918.63,1559.50,613.9
29Apr1970,785.02,823.64,373.48,1342.25,1680.29,823.90,1533.49,919.30,1560.20,613.9
30Apr1970,785.28,824.04,373.48,1342.95,1681.26,824.43,1534.02,919.97,1560.85,613.9
01May1970,785.54,824.44,373.48,1343.66,1682.23,824.96,1534.56,920.64,1561.50,613.9
02May1970,785.80,824.85,373.48,1344.36,1683.20,825.48,1535.10,921.31,1562.15,613.9
03May1970,786.05,825.25,373.48,1345.07,1684.17,826.01,1535.63,921.98,1562.80,613.9
04May1970,786.31,825.65,373.48,1345.77,1685.15,826.54,1536.17,922.65,1563.45,613.9
05May1970,786.57,826.05,373.48,1346.48,1686.12,827.07,1536.71,923.32,1563.45,613.9
06May1970,786.83,826.45,373.48,1347.18,1687.09,827.59,1537.24,923.99,1563.45,613.9
07May1970,787.09,826.85,373.48,1347.89,1688.06,828.12,1537.78,924.66,1563.45,613.9
08May1970,787.35,827.25,373.48,1348.59,1689.03,828.65,1538.32,925.33,1563.45,613.9
09May1970,787.60,827.66,373.48,1349.30,1690.00,829.17,1538.85,926.00,1563.45,613.9
10May1970,787.86,828.06,373.48,1350.00,1690.00,829.70,1539.39,926.00,1563.45,613.9
11May1970,788.12,828.46,373.48,1350.00,1690.00,829.70,1539.93,926.00,1563.45,613.9
12May1970,788.38,828.86,373.48,1350.00,1690.00,829.70,1540.46,926.00,1563.45,613.9
13May1970,788.64,829.26,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,613.9
14May1970,788.90,829.66,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,613.9
15May1970,789.15,830.06,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,618.5
16May1970,789.41,830.47,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,623.1
17May1970,789.67,830.87,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,627.8
18May1970,789.93,831.27,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,632.4
19May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
20May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
21May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
22May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
23May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
24May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
25May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
26May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
27May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
28May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
29May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
30May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
31May1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
01Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
02Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
03Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
04Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
05Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
06Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
07Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
08Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
09Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
10Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
11Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
12Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
13Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
14Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
15Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
16Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
17Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
18Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
19Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
20Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
21Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
22Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
23Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
24Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
25Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
26Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
27Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
28Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
29Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
30Jun1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
01Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
02Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
03Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
04Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
05Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
06Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
07Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
08Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
09Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
10Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
11Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
12Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
13Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
14Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
15Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
16Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
17Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
18Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
19Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
20Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
21Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
22Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
23Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
24Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
25Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
26Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
27Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
28Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
29Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
30Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
31Jul1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
01Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
02Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
03Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
04Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
05Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
06Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
07Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
08Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
09Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
10Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
11Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
12Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
13Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
14Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
15Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
16Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
17Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
18Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
19Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
20Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
21Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
22Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
23Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
24Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
25Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
26Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
27Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
28Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
29Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
30Aug1970,789.93,831.67,373.48,1350.00,1690.00,829.70,1541.00,926.00,1563.45,637.0
31Aug1970,789.44,830.94,373.48,1348.79,1688.72,828.91,1540.22,925.19,1562.56,637.0
01Sep1970,788.96,830.21,373.48,1347.57,1687.37,828.05,1539.45,924.37,1561.67,637.0
02Sep1970,788.47,829.47,373.48,1346.36,1686.01,827.18,1538.67,923.56,1560.77,637.0
03Sep1970,787.99,828.74,373.48,1345.15,1684.66,826.32,1537.89,922.74,1559.88,637.0
04Sep1970,787.50,828.01,373.48,1343.94,1683.30,825.45,1537.11,921.93,1558.99,637.0
05Sep1970,787.02,827.28,373.48,1342.72,1681.95,824.59,1536.34,921.11,1558.10,637.0
06Sep1970,786.53,826.54,373.48,1341.51,1680.60,823.72,1535.56,920.30,1557.21,637.0
07Sep1970,786.05,825.81,373.48,1340.30,1679.24,822.86,1534.78,919.49,1556.32,637.0
08Sep1970,785.56,825.08,373.48,1339.08,1677.89,821.99,1534.01,918.67,1555.42,637.0
09Sep1970,785.08,824.35,373.48,1337.87,1676.54,821.13,1533.23,917.86,1554.53,637.0
10Sep1970,784.59,823.61,373.48,1336.66,1675.18,820.27,1532.45,917.04,1553.64,637.0
11Sep1970,784.11,822.88,373.48,1335.44,1673.83,819.40,1531.68,916.23,1552.75,637.0
12Sep1970,783.62,822.15,373.48,1334.23,1672.47,818.54,1530.90,915.41,1551.86,637.0
13Sep1970,783.14,821.42,373.48,1333.02,1671.12,817.67,1530.12,914.60,1550.97,637.0
14Sep1970,782.65,820.68,373.48,1331.80,1669.77,816.81,1529.34,913.79,1550.07,637.0
15Sep1970,782.16,819.95,373.48,1330.59,1668.41,815.94,1528.57,912.97,1549.18,637.0
16Sep1970,781.68,819.22,373.48,1329.38,1667.06,815.08,1527.79,912.16,1548.29,637.0
17Sep1970,781.19,818.49,373.48,1328.17,1665.71,814.21,1527.01,911.34,1547.40,637.0
18Sep1970,780.71,817.76,373.48,1326.95,1664.35,813.35,1526.24,910.53,1546.51,637.0
19Sep1970,780.22,817.02,373.48,1325.74,1663.00,812.48,1525.46,909.71,1545.62,637.0
20Sep1970,779.74,816.29,373.12,1324.53,1661.64,811.62,1524.68,908.90,1544.72,637.0
21Sep1970,779.25,815.56,372.75,1323.31,1660.29,810.76,1523.90,908.08,1543.83,637.0
22Sep1970,778.77,814.83,372.39,1322.10,1658.94,809.89,1523.13,907.27,1542.94,637.0
23Sep1970,778.28,814.09,372.03,1320.89,1657.58,809.03,1522.35,906.46,1542.05,637.0
24Sep1970,777.80,813.36,371.66,1319.68,1656.23,808.16,1521.57,905.64,1541.16,637.0
25Sep1970,777.31,812.63,371.30,1318.46,1654.88,807.30,1520.80,904.83,1540.27,637.0
26Sep1970,776.83,811.90,370.93,1317.25,1653.52,806.43,1520.02,904.01,1539.38,637.0
27Sep1970,776.34,811.16,370.57,1316.04,1652.17,805.57,1519.24,903.20,1538.48,637.0
28Sep1970,775.86,810.43,370.21,1314.82,1650.81,804.70,1518.47,902.38,1537.59,637.0
29Sep1970,775.37,809.70,369.84,1313.61,1649.46,803.84,1517.69,901.57,1536.70,637.0
30Sep1970,774.55,808.44,369.48,1311.60,1647.94,802.50,1516.91,900.58,1535.62,637.0
01Oct1970,773.74,807.17,369.12,1309.60,1646.39,801.15,1516.13,899.59,1534.54,637.0
02Oct1970,772.92,805.91,368.75,1307.59,1644.85,799.81,1515.36,898.60,1533.46,637.0
03Oct1970,772.11,804.65,368.39,1305.59,1643.30,798.46,1514.58,897.61,1532.38,637.0
04Oct1970,771.29,803.38,368.03,1303.58,1641.75,797.12,1513.80,896.61,1531.30,637.0
05Oct1970,770.48,802.12,367.66,1301.57,1640.20,795.77,1513.03,895.62,1530.22,637.0
06Oct1970,769.66,800.86,367.30,1299.57,1638.66,794.43,1512.25,894.63,1529.14,637.0
07Oct1970,768.85,799.59,366.94,1297.56,1637.11,793.08,1511.47,893.64,1528.05,637.0
08Oct1970,768.03,798.33,366.57,1295.55,1635.56,791.74,1510.70,892.65,1526.97,637.0
