date,elev_observed_ft,elev_adjusted_ft,storage_observed_af,storage_adjusted_af,demand_cfs,cumulative_withdrawal_af,elev_change_ft,at_rating_floor,elev_rule_ft
2026-01-01,750.25,750.25,3215.0,3215.0,0.0,0.0,0.0,False,750.1
2026-01-02,750.29,750.29,3227.16,3227.16,0.0,0.0,0.0,False,750.1
2026-01-03,750.31,750.31,3233.24,3233.24,0.0,0.0,0.0,False,750.1
2026-01-04,751.2,751.2,3507.8,3507.8,0.0,0.0,0.0,False,750.1
2026-01-05,751.69,751.69,3666.56,3666.56,0.0,0.0,0.0,False,750.1
2026-01-06,751.41,751.41,3575.84,3575.84,0.0,0.0,0.0,False,750.1
2026-01-07,752.09,752.09,3798.05,3798.05,0.0,0.0,0.0,False,750.1
2026-01-08,752.34,752.34,3884.3,3884.3,0.0,0.0,0.0,False,750.1
2026-01-09,751.84,751.84,3715.16,3715.16,0.0,0.0,0.0,False,750.1
2026-01-10,750.8,750.8,3382.2,3382.2,0.0,0.0,0.0,False,750.1
2026-01-11,750.18,750.18,3193.72,3193.72,0.0,0.0,0.0,False,750.1
2026-01-12,749.98,749.98,3133.24,3133.24,0.0,0.0,0.0,False,750.1
2026-01-13,749.98,749.98,3133.24,3133.24,0.0,0.0,0.0,False,750.1
2026-01-14,749.91,749.91,3113.08,3113.08,0.0,0.0,0.0,False,750.1
2026-01-15,749.93,749.93,3118.84,3118.84,0.0,0.0,0.0,False,750.1
2026-01-16,749.86,749.86,3098.68,3098.68,0.0,0.0,0.0,False,750.1
2026-01-17,750.03,750.03,3148.12,3148.12,0.0,0.0,0.0,False,750.1
2026-01-18,750.09,750.09,3166.36,3166.36,0.0,0.0,0.0,False,750.1
2026-01-19,750.08,750.08,3163.32,3163.32,0.0,0.0,0.0,False,750.1
2026-01-20,750.01,750.01,3142.04,3142.04,0.0,0.0,0.0,False,750.1
2026-01-21,749.96,749.96,3127.48,3127.48,0.0,0.0,0.0,False,750.1
2026-01-22,749.94,749.94,3121.72,3121.72,0.0,0.0,0.0,False,750.1
2026-01-23,749.88,749.88,3104.44,3104.44,0.0,0.0,0.0,False,750.1
2026-01-24,749.8,749.8,3081.4,3081.4,0.0,0.0,0.0,False,750.1
2026-01-25,749.77,749.77,3072.76,3072.76,0.0,0.0,0.0,False,750.1
2026-01-26,749.77,749.77,3072.76,3072.76,0.0,0.0,0.0,False,750.1
2026-01-27,749.76,749.76,3069.88,3069.88,0.0,0.0,0.0,False,750.1
2026-01-28,749.71,749.71,3055.48,3055.48,0.0,0.0,0.0,False,750.1
2026-01-29,749.65,749.65,3038.2,3038.2,0.0,0.0,0.0,False,750.1
2026-01-30,749.58,749.58,3018.04,3018.04,0.0,0.0,0.0,False,750.1
2026-01-31,749.58,749.58,3018.04,3018.04,0.0,0.0,0.0,False,750.74
2026-02-01,749.53,749.53,3003.64,3003.64,0.0,0.0,0.0,False,751.25
2026-02-02,749.47,749.47,2986.36,2986.36,0.0,0.0,0.0,False,751.76
2026-02-03,749.41,749.41,2969.08,2969.08,0.0,0.0,0.0,False,752.27
2026-02-04,749.33,749.33,2946.04,2946.04,0.0,0.0,0.0,False,752.77
2026-02-05,749.23,749.23,2917.24,2917.24,0.0,0.0,0.0,False,753.28
2026-02-06,749.13,749.13,2888.44,2888.44,0.0,0.0,0.0,False,753.79
2026-02-07,749.09,749.09,2876.92,2876.92,0.0,0.0,0.0,False,754.3
2026-02-08,750.87,750.87,3403.48,3403.48,0.0,0.0,0.0,False,754.81
2026-02-09,753.65,753.65,4349.25,4349.25,0.0,0.0,0.0,False,755.32
2026-02-10,754.81,754.81,4791.28,4791.28,0.0,0.0,0.0,False,755.83
2026-02-11,755.51,755.51,5073.59,5073.59,0.0,0.0,0.0,False,756.33
