date,elev_observed_ft,elev_adjusted_ft,storage_observed_af,storage_adjusted_af,demand_cfs,cumulative_withdrawal_af,elev_change_ft,at_rating_floor,elev_rule_ft
2026-01-01,931.07,931.07,185574.84,185574.84,0.0,0.0,0.0,False,922.01
2026-01-02,931.69,931.69,187008.28,187008.28,0.0,0.0,0.0,False,922.01
2026-01-03,931.91,931.91,187516.92,187516.92,0.0,0.0,0.0,False,922.01
2026-01-04,933.49,933.49,191210.46,191210.46,0.0,0.0,0.0,False,922.01
2026-01-05,933.95,933.95,192293.3,192293.3,0.0,0.0,0.0,False,922.01
2026-01-06,932.99,932.99,190033.68,190033.68,0.0,0.0,0.0,False,922.01
2026-01-07,932.97,932.97,189987.04,189987.04,0.0,0.0,0.0,False,922.01
2026-01-08,932.06,932.06,187864.92,187864.92,0.0,0.0,0.0,False,922.01
2026-01-09,930.62,930.62,184543.18,184543.18,0.0,0.0,0.0,False,922.01
2026-01-10,928.99,928.99,180834.55,180834.55,0.0,0.0,0.0,False,922.01
2026-01-11,927.25,927.25,176945.5,176945.5,0.0,0.0,0.0,False,922.01
2026-01-12,926.75,926.75,175840.0,175840.0,0.0,0.0,0.0,False,922.01
2026-01-13,927.02,927.02,176434.44,176434.44,0.0,0.0,0.0,False,922.01
2026-01-14,927.19,927.19,176812.18,176812.18,0.0,0.0,0.0,False,922.01
2026-01-15,927.36,927.36,177189.92,177189.92,0.0,0.0,0.0,False,922.01
2026-01-16,927.35,927.35,177167.7,177167.7,0.0,0.0,0.0,False,922.01
2026-01-17,927.35,927.35,177167.7,177167.7,0.0,0.0,0.0,False,922.01
2026-01-18,927.23,927.23,176901.06,176901.06,0.0,0.0,0.0,False,922.01
2026-01-19,927.05,927.05,176501.1,176501.1,0.0,0.0,0.0,False,922.01
2026-01-20,926.73,926.73,175796.0,175796.0,0.0,0.0,0.0,False,922.01
2026-01-21,926.61,926.61,175532.0,175532.0,0.0,0.0,0.0,False,922.01
2026-01-22,926.39,926.39,175048.0,175048.0,0.0,0.0,0.0,False,922.01
2026-01-23,926.14,926.14,174498.0,174498.0,0.0,0.0,0.0,False,922.01
2026-01-24,925.83,925.83,173819.57,173819.57,0.0,0.0,0.0,False,922.01
2026-01-25,925.47,925.47,173035.13,173035.13,0.0,0.0,0.0,False,922.01
2026-01-26,925.1,925.1,172228.9,172228.9,0.0,0.0,0.0,False,922.01
2026-01-27,924.67,924.67,171300.51,171300.51,0.0,0.0,0.0,False,922.01
2026-01-28,924.26,924.26,170417.78,170417.78,0.0,0.0,0.0,False,922.01
2026-01-29,923.83,923.83,169496.41,169496.41,0.0,0.0,0.0,False,922.01
2026-01-30,923.36,923.36,168496.72,168496.72,0.0,0.0,0.0,False,922.01
2026-01-31,922.89,922.89,167499.67,167499.67,0.0,0.0,0.0,False,923.71
2026-02-01,923.05,923.05,167837.35,167837.35,0.0,0.0,0.0,False,925.42
2026-02-02,923.21,923.21,168177.67,168177.67,0.0,0.0,0.0,False,927.12
2026-02-03,923.31,923.31,168390.37,168390.37,0.0,0.0,0.0,False,928.83
2026-02-04,923.41,923.41,168603.07,168603.07,0.0,0.0,0.0,False,930.53
2026-02-05,923.44,923.44,168666.88,168666.88,0.0,0.0,0.0,False,932.24
2026-02-06,923.8,923.8,169432.6,169432.6,0.0,0.0,0.0,False,933.94
2026-02-07,924.23,924.23,170353.19,170353.19,0.0,0.0,0.0,False,935.64
2026-02-08,926.15,926.15,174520.0,174520.0,0.0,0.0,0.0,False,937.35
2026-02-09,928.76,928.76,180318.2,180318.2,0.0,0.0,0.0,False,939.05
2026-02-10,930.3,930.3,183810.7,183810.7,0.0,0.0,0.0,False,940.76
2026-02-11,931.38,931.38,186291.56,186291.56,0.0,0.0,0.0,False,942.46
2026-02-12,932.28,932.28,188377.96,188377.96,0.0,0.0,0.0,False,944.17
2026-02-13,933.13,933.13,190363.02,190363.02,0.0,0.0,0.0,False,945.87
2026-02-14,934.07,934.07,192577.11,192577.11,0.0,0.0,0.0,False,947.57
2026-02-15,934.99,934.99,194760.27,194760.27,0.0,0.0,0.0,False,949.28
2026-02-16,935.96,935.96,197082.24,197082.24,0.0,0.0,0.0,False,950.98
2026-02-17,936.86,936.86,199254.04,199254.04,0.0,0.0,0.0,False,952.69
2026-02-18,937.68,937.68,201247.12,201247.12,0.0,0.0,0.0,False,954.39
2026-02-19,938.42,938.42,203055.42,203055.42,0.0,0.0,0.0,False,956.1
2026-02-20,938.28,938.28,202712.28,202712.28,0.0,0.0,0.0,False,957.8
2026-02-21,938.98,938.98,204427.98,204427.98,0.0,0.0,0.0,False,959.5
2026-02-22,939.98,939.98,206894.66,206894.66,0.0,0.0,0.0,False,961.21
2026-02-23,944.52,944.52,218324.68,218324.68,0.0,0.0,0.0,False,962.91
2026-02-24,950.21,950.21,233203.38,233203.38,0.0,0.0,0.0,False,964.62
2026-02-25,954.8,954.8,245673.6,245673.6,0.0,0.0,0.0,False,966.32
